ensembl_gene_id	gene_name	gene_biotype	total_width	cluster
ENSMUSG00000092311	Vmn1r-ps26	pseudogene	840	NA
ENSMUSG00000092312	Zfp419	pseudogene	916	NA
ENSMUSG00000092313	Gm20415	pseudogene	423	NA
ENSMUSG00000092314	Gm3563	pseudogene	1628	NA
ENSMUSG00000092316	Gm6726	pseudogene	681	NA
ENSMUSG00000092317	Gm6633	pseudogene	270	NA
ENSMUSG00000092318	Vmn1r-ps60	pseudogene	852	NA
ENSMUSG00000092322	Gm20408	protein_coding	2234	NA
ENSMUSG00000092323	BB365896	antisense	3000	NA
ENSMUSG00000092325	Gm18284	pseudogene	624	NA
ENSMUSG00000092326	Vmn1r-ps55	pseudogene	392	NA
ENSMUSG00000092327	Gm20488	processed_transcript	2996	NA
ENSMUSG00000092328	Vmn2r-ps57	pseudogene	2598	NA
ENSMUSG00000092329	Gm20388	protein_coding	3953	NA
ENSMUSG00000092330	Vmn2r-ps82	pseudogene	1641	NA
ENSMUSG00000092331	Vmn1r-ps66	pseudogene	612	NA
ENSMUSG00000092332	Gm8868	pseudogene	577	NA
ENSMUSG00000092335	Gm7221	protein_coding	1425	NA
ENSMUSG00000092336	Vmn1r-ps40	pseudogene	343	NA
ENSMUSG00000092338	Gm26940	lincRNA	105	NA
ENSMUSG00000092339	Gm4831	pseudogene	594	NA
ENSMUSG00000092340	Olfr754-ps1	pseudogene	785	NA
ENSMUSG00000092341	Malat1	lincRNA	9336	2
ENSMUSG00000092342	Gm20516	protein_coding	1308	NA
ENSMUSG00000092343	Gm20525	pseudogene	48	NA
ENSMUSG00000092344	Hspe1-ps3	pseudogene	277	NA
ENSMUSG00000092345	Gm20503	protein_coding	1294	NA
ENSMUSG00000092346	Gm20424	antisense	620	NA
ENSMUSG00000092349	BC033916	lincRNA	807	NA
ENSMUSG00000092350	Vmn1r-ps62	pseudogene	910	NA
ENSMUSG00000092351	Vmn1r-ps64	pseudogene	655	NA
ENSMUSG00000092352	Vmn2r-ps74	pseudogene	917	NA
ENSMUSG00000092353	Gm20539	processed_transcript	1384	NA
ENSMUSG00000092354	Gm20548	processed_transcript	3365	7
ENSMUSG00000092355	Gm20514	lincRNA	251	NA
ENSMUSG00000092356	Gm20532	protein_coding	780	NA
ENSMUSG00000092357	Vmn2r-ps83	pseudogene	2368	NA
ENSMUSG00000092358	Gm20430	pseudogene	207	NA
ENSMUSG00000092359	Vmn1r-ps68	pseudogene	399	NA
ENSMUSG00000092360	Gm20441	protein_coding	756	NA
ENSMUSG00000092361	Gm20433	pseudogene	421	NA
ENSMUSG00000092362	Gm20392	pseudogene	778	NA
ENSMUSG00000092363	Gm20391	pseudogene	106	NA
ENSMUSG00000092364	Gm20476	processed_transcript	470	NA
ENSMUSG00000092365	BC023719	antisense	978	NA
ENSMUSG00000092366	Gm17782	pseudogene	880	NA
ENSMUSG00000092367	Gm20479	protein_coding	556	NA
ENSMUSG00000092368	A930015D03Rik	antisense	1111	NA
ENSMUSG00000092369	1700039E22Rik	antisense	770	NA
ENSMUSG00000092370	Vmn2r-ps58	pseudogene	242	NA
ENSMUSG00000092371	Gm20511	processed_transcript	456	NA
ENSMUSG00000092372	Olfr296-ps1	pseudogene	926	NA
ENSMUSG00000092373	Gm20535	processed_transcript	1268	NA
ENSMUSG00000092374	Gm6623	pseudogene	544	NA
ENSMUSG00000092375	A730060N03Rik	processed_transcript	2124	2
ENSMUSG00000092376	Gm19203	pseudogene	939	NA
ENSMUSG00000092377	Gm20549	pseudogene	429	NA
ENSMUSG00000092381	Gm20512	antisense	618	NA
ENSMUSG00000092382	Vmn2r-ps59	pseudogene	135	NA
ENSMUSG00000092383	H2-Pb	pseudogene	531	NA
ENSMUSG00000092384	Gm4189	processed_transcript	785	7
ENSMUSG00000092385	Gm20401	pseudogene	212	NA
ENSMUSG00000092386	Gm20536	processed_transcript	406	NA
ENSMUSG00000092387	Gm7648	pseudogene	1658	NA
ENSMUSG00000092388	Olfr306-ps1	pseudogene	628	NA
ENSMUSG00000092389	Gm20483	lincRNA	289	NA
ENSMUSG00000092390	Gm20541	pseudogene	1406	NA
ENSMUSG00000092392	Gm20546	lincRNA	1889	2
ENSMUSG00000092393	Gm20399	pseudogene	138	NA
ENSMUSG00000092394	Gm20445	pseudogene	565	NA
ENSMUSG00000092395	Gm20463	antisense	366	NA
ENSMUSG00000092396	Olfr758-ps1	pseudogene	839	NA
ENSMUSG00000092397	C130080G10Rik	antisense	5626	7
ENSMUSG00000092398	Vmn1r-ps59	pseudogene	199	NA
ENSMUSG00000092399	4930556N13Rik	antisense	1034	NA
ENSMUSG00000092400	Gm20469	pseudogene	3839	NA
ENSMUSG00000092401	Olfr300-ps1	pseudogene	906	NA
ENSMUSG00000092402	Gm20485	processed_transcript	394	NA
ENSMUSG00000092403	Gm20497	lincRNA	672	NA
ENSMUSG00000092404	Gm9921	processed_transcript	4399	NA
ENSMUSG00000092405	Gm20402	processed_transcript	687	NA
ENSMUSG00000092406	Gm20462	pseudogene	408	NA
ENSMUSG00000092408	Vhl-ps1	pseudogene	597	NA
ENSMUSG00000092409	Gm9613	pseudogene	196	NA
ENSMUSG00000092410	Gm18354	pseudogene	1068	NA
ENSMUSG00000092411	Gm5594	pseudogene	1429	NA
ENSMUSG00000092412	Gm20507	processed_transcript	2860	1
ENSMUSG00000092413	Olfr115	protein_coding	1428	NA
ENSMUSG00000092414	Gm20453	pseudogene	226	NA
ENSMUSG00000092415	Gm20513	lincRNA	537	NA
ENSMUSG00000092416	Zfp141	protein_coding	6055	3
ENSMUSG00000092417	Gpank1	protein_coding	4319	3
ENSMUSG00000092418	Gm20406	antisense	423	NA
ENSMUSG00000092419	Vmn2r-ps86	pseudogene	871	NA
ENSMUSG00000092422	Vmn2r-ps65	pseudogene	220	NA
ENSMUSG00000092425	Gm8018	pseudogene	789	NA
ENSMUSG00000092426	Gm18779	pseudogene	577	NA
ENSMUSG00000092427	Vmn1r-ps69	pseudogene	201	NA
ENSMUSG00000092428	Gm20545	pseudogene	210	NA
ENSMUSG00000092429	Gm18958	pseudogene	762	NA
ENSMUSG00000092431	Vmn2r-ps70	pseudogene	302	NA
ENSMUSG00000092433	Vmn2r-ps40	pseudogene	2558	NA
ENSMUSG00000092435	Gm20526	pseudogene	158	NA
ENSMUSG00000092437	Gm5227	pseudogene	573	NA
ENSMUSG00000092438	Gm18734	pseudogene	808	NA
ENSMUSG00000092439	Vmn2r-ps37	pseudogene	1331	1
ENSMUSG00000092440	Vmn2r-ps78	pseudogene	308	NA
ENSMUSG00000092441	Vmn2r-ps46	pseudogene	2556	NA
ENSMUSG00000092443	Gm20726	protein_coding	453	NA
ENSMUSG00000092444	Gm18733	pseudogene	1257	NA
ENSMUSG00000092447	Gm7696	pseudogene	907	NA
ENSMUSG00000092448	Gm20387	processed_transcript	1783	1
ENSMUSG00000092450	Vmn1r-ps31	pseudogene	238	NA
ENSMUSG00000092451	Vmn2r-ps56	pseudogene	5185	NA
ENSMUSG00000092452	Vmn2r-ps45	pseudogene	2435	NA
ENSMUSG00000092454	Gm2991	pseudogene	480	NA
ENSMUSG00000092455	Gm20456	processed_transcript	385	NA
ENSMUSG00000092456	V1rd19	protein_coding	1157	NA
ENSMUSG00000092457	Gm8835	pseudogene	1091	NA
ENSMUSG00000092458	Gm18737	pseudogene	937	NA
ENSMUSG00000092459	Gm2302	pseudogene	2240	NA
ENSMUSG00000092460	Gm8878	pseudogene	1725	NA
ENSMUSG00000092461	Gm18833	pseudogene	862	NA
ENSMUSG00000092462	Vmn1r-ps83	pseudogene	705	NA
ENSMUSG00000092463	Gm20489	protein_coding	1350	NA
ENSMUSG00000092464	Gm8902	pseudogene	1096	NA
ENSMUSG00000092465	Gm20472	pseudogene	1240	NA
ENSMUSG00000092466	Vmn1r-ps57	pseudogene	288	NA
ENSMUSG00000092467	Gm18360	pseudogene	1524	NA
ENSMUSG00000092468	Gm18520	pseudogene	658	NA
ENSMUSG00000092469	Gm20395	antisense	690	NA
ENSMUSG00000092470	Gm20518	protein_coding	3811	7
ENSMUSG00000092471	Cyp21a2-ps	pseudogene	1383	NA
ENSMUSG00000092472	Gm20473	pseudogene	112	NA
ENSMUSG00000092473	Vmn1r180	protein_coding	959	NA
ENSMUSG00000092474	Gm20478	antisense	1031	NA
ENSMUSG00000092476	Vmn1r-ps65	pseudogene	951	NA
ENSMUSG00000092477	Gm18808	pseudogene	462	NA
ENSMUSG00000092480	Gm20495	pseudogene	235	NA
ENSMUSG00000092482	Gm20531	processed_transcript	1373	NA
ENSMUSG00000092483	Gm20421	processed_transcript	672	NA
ENSMUSG00000092485	Rpl9-ps5	pseudogene	571	NA
ENSMUSG00000092486	2610524H06Rik	protein_coding	947	4
ENSMUSG00000092487	Vmn1r-ps71	pseudogene	924	NA
ENSMUSG00000092488	Gm18159	pseudogene	1070	NA
ENSMUSG00000092489	Vmn1r-ps53	pseudogene	922	NA
ENSMUSG00000092490	Gm20482	pseudogene	2469	NA
ENSMUSG00000092492	B230208B08Rik	processed_transcript	404	1
ENSMUSG00000092493	Gm20451	pseudogene	273	NA
ENSMUSG00000092494	Gm20420	processed_transcript	639	NA
ENSMUSG00000092495	Gm20405	processed_transcript	229	2
ENSMUSG00000092496	Vmn1r-ps84	pseudogene	923	NA
ENSMUSG00000092499	1700092C10Rik	antisense	585	NA
ENSMUSG00000092500	Gm20400	processed_transcript	665	NA
ENSMUSG00000092502	Gm4252	pseudogene	313	NA
ENSMUSG00000092503	Gm20484	lincRNA	231	NA
ENSMUSG00000092504	Gm20396	pseudogene	745	NA
ENSMUSG00000092505	Gm19246	pseudogene	255	NA
ENSMUSG00000092506	Vmn1r-ps77	pseudogene	921	NA
ENSMUSG00000092507	Gm4558	pseudogene	548	NA
ENSMUSG00000092508	Gm4256	pseudogene	939	NA
ENSMUSG00000092509	Gm20394	processed_transcript	942	1
ENSMUSG00000092510	Gm18343	pseudogene	604	NA
ENSMUSG00000092511	Gm20547	protein_coding	6809	NA
ENSMUSG00000092512	Gm4152	pseudogene	259	NA
ENSMUSG00000092513	Gm20542	pseudogene	372	NA
ENSMUSG00000092514	Vmn1r-ps86	pseudogene	547	NA
ENSMUSG00000092515	C87198	sense_intronic	1602	NA
ENSMUSG00000092516	Gm20397	pseudogene	362	NA
ENSMUSG00000092517	Art2a-ps	polymorphic_pseudogene	1257	NA
ENSMUSG00000092518	Fam71e2	protein_coding	8147	NA
ENSMUSG00000092519	Actl9	protein_coding	1373	NA
ENSMUSG00000092520	Gm3611	pseudogene	877	NA
ENSMUSG00000092521	Gm4271	pseudogene	973	NA
ENSMUSG00000092522	Gm20389	antisense	1006	NA
ENSMUSG00000092523	Gm18191	pseudogene	824	NA
ENSMUSG00000092524	Olfr756-ps1	pseudogene	928	NA
ENSMUSG00000092525	Gm20461	lincRNA	305	NA
ENSMUSG00000092526	Gm17907	pseudogene	710	NA
ENSMUSG00000092528	Nlrp1c-ps	pseudogene	10041	NA
ENSMUSG00000092529	Vmn2r-ps80	pseudogene	914	NA
ENSMUSG00000092530	Vmn2r-ps64	pseudogene	523	NA
ENSMUSG00000092532	Vmn2r-ps84	pseudogene	897	NA
ENSMUSG00000092533	Vmn2r-ps72	pseudogene	907	NA
ENSMUSG00000092534	Pagr1b	protein_coding	1384	NA
ENSMUSG00000092535	Vmn1r-ps61	pseudogene	822	NA
ENSMUSG00000092536	Gm20501	processed_transcript	561	1
ENSMUSG00000092538	Vmn2r-ps55	pseudogene	240	NA
ENSMUSG00000092539	Gm20468	lincRNA	452	NA
ENSMUSG00000092540	Gm8738	pseudogene	329	7
ENSMUSG00000092541	Gm20537	protein_coding	1436	NA
ENSMUSG00000092542	Olfr757-ps1	pseudogene	369	NA
ENSMUSG00000092543	Skiv2l-ps1	pseudogene	658	NA
ENSMUSG00000092544	Gm20422	protein_coding	1609	NA
ENSMUSG00000092545	Gm20319	processed_transcript	1829	NA
ENSMUSG00000092547	Vmn1r-ps80	pseudogene	966	NA
ENSMUSG00000092548	Vmn2r-ps41	pseudogene	980	NA
ENSMUSG00000092549	Gm20491	pseudogene	1241	NA
ENSMUSG00000092550	Gm20496	antisense	894	NA
ENSMUSG00000092551	Gm20287	pseudogene	2748	NA
ENSMUSG00000092552	Gm4287	pseudogene	585	NA
ENSMUSG00000092553	Gm20428	pseudogene	283	NA
ENSMUSG00000092554	Gm18128	pseudogene	511	NA
ENSMUSG00000092555	Gm318	pseudogene	1074	NA
ENSMUSG00000092556	Olfr755-ps1	pseudogene	908	NA
ENSMUSG00000092557	Gm8696	pseudogene	385	NA
ENSMUSG00000092558	Med20	protein_coding	10427	2
ENSMUSG00000092559	Gm20475	processed_transcript	263	NA
ENSMUSG00000092560	Gm8750	pseudogene	1535	NA
ENSMUSG00000092561	Gm4011	pseudogene	2555	NA
ENSMUSG00000092562	Gm20414	pseudogene	646	NA
ENSMUSG00000092563	Gm3617	pseudogene	555	NA
ENSMUSG00000092564	BC051226	antisense	1729	2
ENSMUSG00000092565	Gm20477	pseudogene	280	NA
ENSMUSG00000092566	Gm20409	pseudogene	130	NA
ENSMUSG00000092567	Vmn2r-ps73	pseudogene	1194	NA
ENSMUSG00000092568	Olfr759-ps1	pseudogene	721	NA
ENSMUSG00000092569	Gm20544	processed_transcript	690	NA
ENSMUSG00000092570	2210019I11Rik	antisense	2299	NA
ENSMUSG00000092571	Gm4134	pseudogene	563	NA
ENSMUSG00000092572	Serpinb10	polymorphic_pseudogene	7974	NA
ENSMUSG00000092573	Vmn2r-ps43	pseudogene	2473	NA
ENSMUSG00000092574	2810047C21Rik1	pseudogene	1207	NA
ENSMUSG00000092575	Gm5583	pseudogene	1529	NA
ENSMUSG00000092576	Gm7235	pseudogene	858	NA
ENSMUSG00000092577	Gm7393	pseudogene	739	NA
ENSMUSG00000092578	4930488B22Rik	processed_transcript	1722	NA
ENSMUSG00000092579	Vmn1r62	protein_coding	1757	NA
ENSMUSG00000092580	Vmn1r-ps45	pseudogene	955	NA
ENSMUSG00000092581	Gm3211	processed_transcript	304	NA
ENSMUSG00000092583	Vmn2r-ps53	pseudogene	2353	NA
ENSMUSG00000092584	Gm18199	pseudogene	835	NA
ENSMUSG00000092586	Ly6g6c	protein_coding	2283	NA
ENSMUSG00000092587	Vmn2r-ps85	pseudogene	940	NA
ENSMUSG00000092588	Gm20534	pseudogene	172	NA
ENSMUSG00000092591	Gm20429	processed_transcript	1506	NA
ENSMUSG00000092592	Gm20449	protein_coding	3847	7
ENSMUSG00000092593	Gm20492	processed_transcript	286	7
ENSMUSG00000092595	Gm20427	processed_transcript	3703	2
ENSMUSG00000092596	Gm20490	processed_transcript	198	NA
ENSMUSG00000092597	Gm20486	pseudogene	418	NA
ENSMUSG00000092599	1700010K23Rik	processed_transcript	376	NA
ENSMUSG00000092600	Gm20442	lincRNA	492	NA
ENSMUSG00000092601	Olfr760-ps1	pseudogene	557	NA
ENSMUSG00000092602	4931413I07Rik	lincRNA	764	NA
ENSMUSG00000092603	Gm20386	pseudogene	132	NA
ENSMUSG00000092604	Gm20508	lincRNA	487	NA
ENSMUSG00000092606	Gm20450	pseudogene	147	NA
ENSMUSG00000092607	Scnm1	protein_coding	4188	2
ENSMUSG00000092608	Vmn2r-ps81	pseudogene	838	NA
ENSMUSG00000092609	Gm20481	protein_coding	564	NA
ENSMUSG00000092610	Vmn1r-ps67	pseudogene	691	NA
ENSMUSG00000092611	Vmn2r-ps42	pseudogene	2083	NA
ENSMUSG00000092612	Gm18604	pseudogene	309	NA
ENSMUSG00000092614	Vmn2r-ps47	pseudogene	2557	NA
ENSMUSG00000092615	Olfr762-ps1	pseudogene	890	NA
ENSMUSG00000092616	Vmn1r-ps74	pseudogene	570	NA
ENSMUSG00000092617	Gm8412	pseudogene	440	NA
ENSMUSG00000092618	Btnl6	pseudogene	1751	NA
ENSMUSG00000092619	Gm20438	pseudogene	329	NA
ENSMUSG00000092620	Gm18201	pseudogene	875	NA
ENSMUSG00000092621	Vmn2r-ps66	pseudogene	1256	NA
ENSMUSG00000092622	Khdc3	protein_coding	4779	NA
ENSMUSG00000092623	Gm20413	pseudogene	1787	NA
ENSMUSG00000092624	Gm3654	pseudogene	909	NA
ENSMUSG00000092625	Gm20404	processed_transcript	620	NA
ENSMUSG00000092626	9130230N09Rik	processed_transcript	663	NA
ENSMUSG00000092627	D130058E05Rik	protein_coding	1372	NA
ENSMUSG00000092628	Vmn2r-ps71	pseudogene	875	NA
ENSMUSG00000092629	Vmn1r-ps85	pseudogene	890	NA
ENSMUSG00000092631	Vmn1r-ps54	pseudogene	178	NA
ENSMUSG00000092633	Mir3962	miRNA	64	1
ENSMUSG00000092636	Gm26381	rRNA	92	NA
ENSMUSG00000092638	Mir5112	miRNA	60	NA
ENSMUSG00000092639	Mir3964	miRNA	74	NA
ENSMUSG00000092641	Gm23563	misc_RNA	251	NA
ENSMUSG00000092643	Gm23562	miRNA	62	NA
ENSMUSG00000092644	Gm23564	miRNA	67	NA
ENSMUSG00000092647	Gm22234	miRNA	65	NA
ENSMUSG00000092648	Gm23566	miRNA	108	NA
ENSMUSG00000092650	Gm25241	miRNA	84	NA
ENSMUSG00000092652	Mir3104	miRNA	63	NA
ENSMUSG00000092653	Gm25243	miRNA	207	NA
ENSMUSG00000092655	Gm25238	miRNA	89	NA
ENSMUSG00000092656	Gm25239	miRNA	86	NA
ENSMUSG00000092657	Gm25240	miRNA	125	2
ENSMUSG00000092659	Mir3100	miRNA	65	NA
ENSMUSG00000092660	Gm22403	miRNA	84	NA
ENSMUSG00000092661	Gm22402	miRNA	110	NA
ENSMUSG00000092664	Gm22406	miRNA	93	NA
ENSMUSG00000092666	Gm22408	miRNA	65	NA
ENSMUSG00000092668	Gm22401	miRNA	117	NA
ENSMUSG00000092671	Gm24103	miRNA	77	NA
ENSMUSG00000092673	Mir3067	miRNA	84	NA
ENSMUSG00000092674	Gm24105	misc_RNA	293	NA
ENSMUSG00000092675	Gm25262	miRNA	133	1
ENSMUSG00000092676	Gm24104	miRNA	78	NA
ENSMUSG00000092677	Mir5106	miRNA	73	NA
ENSMUSG00000092679	Mir5129	miRNA	78	NA
ENSMUSG00000092680	Snord55	snoRNA	79	2
ENSMUSG00000092683	Gm25747	miRNA	78	NA
ENSMUSG00000092685	Gm26241	miRNA	101	NA
ENSMUSG00000092686	Gm25745	miRNA	133	NA
ENSMUSG00000092687	Gm25744	snoRNA	63	NA
ENSMUSG00000092693	Gm22923	miRNA	110	NA
ENSMUSG00000092695	Mir3092	miRNA	96	NA
ENSMUSG00000092696	Mir5133	miRNA	77	NA
ENSMUSG00000092697	Gm22925	miRNA	102	NA
ENSMUSG00000092698	Gm22926	miRNA	68	NA
ENSMUSG00000092701	Gm24515	miRNA	109	NA
ENSMUSG00000092702	Gm24514	misc_RNA	285	NA
ENSMUSG00000092704	Gm24512	snRNA	65	NA
ENSMUSG00000092705	Gm24513	miRNA	138	NA
ENSMUSG00000092706	Gm24510	miRNA	94	NA
ENSMUSG00000092710	Gm22857	snoRNA	134	NA
ENSMUSG00000092713	Gm22858	snoRNA	76	1
ENSMUSG00000092714	Gm22854	miRNA	84	NA
ENSMUSG00000092715	Gm22853	rRNA	131	NA
ENSMUSG00000092718	Gm22860	miRNA	74	NA
ENSMUSG00000092719	Gm22859	miRNA	122	NA
ENSMUSG00000092720	Gm25675	rRNA	118	NA
ENSMUSG00000092723	Gm24804	miRNA	85	NA
ENSMUSG00000092724	Gm25677	miRNA	72	NA
ENSMUSG00000092725	Gm25678	miRNA	73	NA
ENSMUSG00000092727	Mir3062	miRNA	105	NA
ENSMUSG00000092730	Snora24	snoRNA	130	2
ENSMUSG00000092731	Gm24026	miRNA	98	NA
ENSMUSG00000092732	Gm24025	miRNA	76	NA
ENSMUSG00000092734	Mir5100	miRNA	64	NA
ENSMUSG00000092737	Gm24022	miRNA	70	NA
ENSMUSG00000092738	Mir5135	miRNA	79	NA
ENSMUSG00000092741	Mir3074-1	miRNA	117	NA
ENSMUSG00000092743	Gm22177	snRNA	158	NA
ENSMUSG00000092745	Mir5122	miRNA	89	NA
ENSMUSG00000092746	Gm22179	misc_RNA	291	NA
ENSMUSG00000092747	Gm22180	miRNA	59	NA
ENSMUSG00000092748	Gm22175	miRNA	78	NA
ENSMUSG00000092751	Mir3080	miRNA	79	2
ENSMUSG00000092752	Mir3473	miRNA	78	NA
ENSMUSG00000092753	Gm26400	rRNA	85	NA
ENSMUSG00000092758	Gm25026	miRNA	188	NA
ENSMUSG00000092759	Gm25025	miRNA	111	NA
ENSMUSG00000092760	Gm23365	miRNA	125	NA
ENSMUSG00000092761	Mir5120	miRNA	78	NA
ENSMUSG00000092762	Gm24209	miRNA	56	NA
ENSMUSG00000092763	Gm23366	miRNA	89	NA
ENSMUSG00000092764	Gm23362	snoRNA	98	NA
ENSMUSG00000092765	Gm23363	miRNA	108	NA
ENSMUSG00000092767	Gm23364	miRNA	73	NA
ENSMUSG00000092770	Mirlet7a-2	miRNA	96	NA
ENSMUSG00000092774	Gm26197	rRNA	115	NA
ENSMUSG00000092776	Gm26195	miRNA	101	NA
ENSMUSG00000092777	Gm26194	miRNA	71	NA
ENSMUSG00000092778	Gm26199	miRNA	82	NA
ENSMUSG00000092781	Mir3057	miRNA	91	NA
ENSMUSG00000092784	Mir3077	miRNA	64	NA
ENSMUSG00000092787	Mir5116	miRNA	63	NA
ENSMUSG00000092790	Gm22693	miRNA	442	NA
ENSMUSG00000092792	Gm22694	miRNA	70	NA
ENSMUSG00000092793	Mir466m	miRNA	84	NA
ENSMUSG00000092794	Mir3110	miRNA	80	NA
ENSMUSG00000092795	Gm22690	miRNA	110	NA
ENSMUSG00000092796	Gm22692	miRNA	125	NA
ENSMUSG00000092799	Gm25927	miRNA	117	NA
ENSMUSG00000092802	Gm26460	miRNA	126	NA
ENSMUSG00000092805	Gm26461	misc_RNA	290	NA
ENSMUSG00000092806	Gm26463	miRNA	101	NA
ENSMUSG00000092807	Mir199b	miRNA	110	NA
ENSMUSG00000092811	Gm23636	miRNA	95	NA
ENSMUSG00000092812	Gm23634	miRNA	91	NA
ENSMUSG00000092813	Mir3086	miRNA	87	NA
ENSMUSG00000092814	Gm23638	miRNA	126	NA
ENSMUSG00000092815	Mir3099	miRNA	84	NA
ENSMUSG00000092816	Gm23637	miRNA	94	NA
ENSMUSG00000092818	Gm22695	miRNA	55	NA
ENSMUSG00000092819	Gm23639	snoRNA	132	NA
ENSMUSG00000092821	Gm23163	miRNA	101	NA
ENSMUSG00000092822	Gm23162	miRNA	121	NA
ENSMUSG00000092825	Gm23164	miRNA	111	NA
ENSMUSG00000092826	Gm24197	miRNA	109	NA
ENSMUSG00000092827	Mir3091	miRNA	76	NA
ENSMUSG00000092829	Gm23159	miRNA	77	NA
ENSMUSG00000092830	Mir3963	miRNA	71	NA
ENSMUSG00000092832	Mir3088	miRNA	74	NA
ENSMUSG00000092833	Gm24823	miRNA	91	NA
ENSMUSG00000092834	Gm24818	miRNA	161	NA
ENSMUSG00000092835	Gm24819	snRNA	166	NA
ENSMUSG00000092837	Rpph1	misc_RNA	319	7
ENSMUSG00000092838	Gm24824	miRNA	78	NA
ENSMUSG00000092840	Gm24331	miRNA	67	NA
ENSMUSG00000092841	Gm24330	miRNA	76	NA
ENSMUSG00000092842	Gm24333	miRNA	84	NA
ENSMUSG00000092843	Gm24332	miRNA	102	NA
ENSMUSG00000092845	Gm24328	miRNA	67	NA
ENSMUSG00000092847	Mir344d-1	miRNA	69	NA
ENSMUSG00000092848	Gm23263	miRNA	76	NA
ENSMUSG00000092849	Gm24327	miRNA	78	NA
ENSMUSG00000092850	Mir344g	miRNA	71	NA
ENSMUSG00000092851	Gm25960	miRNA	125	NA
ENSMUSG00000092852	Mir5103	miRNA	79	1
ENSMUSG00000092853	Gm25959	miRNA	102	NA
ENSMUSG00000092855	Gm25958	miRNA	71	NA
ENSMUSG00000092856	Gm25956	miRNA	217	NA
ENSMUSG00000092862	Mir3094	miRNA	64	NA
ENSMUSG00000092866	Gm25476	miRNA	185	NA
ENSMUSG00000092867	Mir3058	miRNA	91	NA
ENSMUSG00000092868	Mir5113	miRNA	82	NA
ENSMUSG00000092870	Mir3061	miRNA	91	NA
ENSMUSG00000092871	Gm22646	miRNA	115	NA
ENSMUSG00000092875	Gm22649	misc_RNA	298	NA
ENSMUSG00000092876	Gm25641	miRNA	108	NA
ENSMUSG00000092878	Gm25642	miRNA	66	NA
ENSMUSG00000092879	Gm22650	miRNA	105	NA
ENSMUSG00000092880	Mir3471-1	miRNA	131	NA
ENSMUSG00000092885	Gm22123	miRNA	53	NA
ENSMUSG00000092887	Snord53	snoRNA	78	1
ENSMUSG00000092888	Gm22122	snRNA	200	NA
ENSMUSG00000092889	Gm22121	miRNA	54	NA
ENSMUSG00000092891	Gm23810	miRNA	74	NA
ENSMUSG00000092894	Gm23813	miRNA	77	NA
ENSMUSG00000092896	Gm23811	miRNA	81	1
ENSMUSG00000092897	Gm23812	miRNA	84	NA
ENSMUSG00000092898	Gm23806	rRNA	109	NA
ENSMUSG00000092901	Mir5130	miRNA	84	NA
ENSMUSG00000092902	Gm25733	miRNA	126	NA
ENSMUSG00000092903	Gm25734	misc_RNA	317	NA
ENSMUSG00000092905	Gm25735	misc_RNA	215	NA
ENSMUSG00000092906	Gm25736	miRNA	101	NA
ENSMUSG00000092907	Mir5132	miRNA	71	NA
ENSMUSG00000092908	Gm25731	miRNA	125	7
ENSMUSG00000092909	Gm25732	miRNA	60	NA
ENSMUSG00000092912	Gm24086	snRNA	98	NA
ENSMUSG00000092913	Gm24085	miRNA	116	NA
ENSMUSG00000092914	Gm24084	miRNA	137	NA
ENSMUSG00000092915	Gm24083	miRNA	120	NA
ENSMUSG00000092916	Gm24082	miRNA	83	NA
ENSMUSG00000092917	Mir3472	miRNA	71	NA
ENSMUSG00000092918	Gm24081	miRNA	125	NA
ENSMUSG00000092919	Gm24080	miRNA	232	NA
ENSMUSG00000092920	Gm10872	misc_RNA	285	NA
ENSMUSG00000092921	Mir344b	miRNA	63	NA
ENSMUSG00000092922	Mir5101	miRNA	83	NA
ENSMUSG00000092923	Gm24561	miRNA	95	NA
ENSMUSG00000092924	Gm24560	miRNA	108	NA
ENSMUSG00000092928	Gm24563	miRNA	93	NA
ENSMUSG00000092931	Gm22904	miRNA	160	NA
ENSMUSG00000092932	Gm22906	misc_RNA	250	NA
ENSMUSG00000092933	Gm22905	miRNA	75	NA
ENSMUSG00000092934	Gm22903	miRNA	102	NA
ENSMUSG00000092935	Gm22697	miRNA	63	NA
ENSMUSG00000092939	Gm22907	miRNA	126	NA
ENSMUSG00000092948	Gm23393	miRNA	72	NA
ENSMUSG00000092949	Gm23394	miRNA	91	NA
ENSMUSG00000092952	Mir3059	miRNA	81	NA
ENSMUSG00000092953	Gm26217	miRNA	84	NA
ENSMUSG00000092956	Gm26220	miRNA	89	NA
ENSMUSG00000092957	Gm26219	miRNA	71	NA
ENSMUSG00000092958	Mir5128	miRNA	84	2
ENSMUSG00000092961	Gm22239	miRNA	103	NA
ENSMUSG00000092963	Gm22238	miRNA	88	NA
ENSMUSG00000092965	Gm22242	snRNA	118	NA
ENSMUSG00000092966	Gm22240	miRNA	82	NA
ENSMUSG00000092972	Mir3078	miRNA	87	NA
ENSMUSG00000092973	Gm25071	miRNA	70	NA
ENSMUSG00000092974	Gm25072	misc_RNA	235	NA
ENSMUSG00000092978	Gm25070	miRNA	102	NA
ENSMUSG00000092979	Gm25069	miRNA	86	NA
ENSMUSG00000092981	Mir5125	miRNA	79	2
ENSMUSG00000092985	Mir378b	miRNA	92	NA
ENSMUSG00000092986	Gm25574	misc_RNA	249	1
ENSMUSG00000092988	Mir3093	miRNA	87	2
